early_num_events,early_num_unique_activities,early_observed_hours,early_avg_waiting_time_hours,early_median_waiting_time_hours,early_max_waiting_time_hours,early_total_waiting_time_hours,early_num_waits_over_24h,early_activity_a_accepted,early_activity_a_cancelled,early_activity_a_complete,early_activity_a_concept,early_activity_a_create_application,early_activity_a_denied,early_activity_a_incomplete,early_activity_a_pending,early_activity_a_submitted,early_activity_a_validating,early_activity_o_accepted,early_activity_o_cancelled,early_activity_o_create_offer,early_activity_o_created,early_activity_o_refused,early_activity_o_returned,early_activity_o_sent_mail_and_online,early_activity_o_sent_online_only,early_activity_w_assess_potential_fraud,early_activity_w_call_after_offers,early_activity_w_call_incomplete_files,early_activity_w_complete_application,early_activity_w_handle_leads,early_activity_w_shortened_completion_,early_activity_w_validate_application,delay_probability,actual_delayed,risk_segment
18,11,46.59631027777778,2.7409594281045755,3e-05,24.828187777777778,46.59631027777778,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,4,0,5,0,0,0,0.0066590547,0,low
25,11,40.242491388888894,1.6767704745370369,0.0005084722222222222,27.649080277777777,40.24249138888889,1,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,3,0,6,5,0,0,0.5257296,1,critical
18,11,140.2080738888889,8.247533758169935,0.00030694444444444443,89.89421194444445,140.2080738888889,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.410463,1,high
23,12,163.10164388888887,7.413711085858586,0.003367222222222222,90.41921055555555,163.1016438888889,2,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,6,0,5,0,0,3,0.021270173,0,low
12,5,43.71624222222223,3.9742038383838376,0.00478388888888889,43.58953083333333,43.71624222222221,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0.6775776,1,critical
31,16,158.55429027777777,5.28514300925926,9.652777777777778e-05,82.81795777777778,158.5542902777778,2,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,6,6,3,0,0,4,0.0025962798,0,low
15,9,94.04404833333334,6.717432023809524,0.00017194444444444443,93.89956305555556,94.04404833333334,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.12087178,0,low
30,14,141.7079575,4.886481293103448,2.3611111111111114e-05,117.20599444444444,141.7079575,1,1,0,1,1,1,0,1,0,0,2,0,0,1,1,0,1,1,0,0,4,6,3,0,0,6,0.034792434,0,low
19,11,113.19271777777777,6.288484320987654,0.00024000000000000003,89.93854416666667,113.19271777777777,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.33806705,1,medium
17,11,55.31854333333333,3.457408958333333,0.00013624999999999998,28.34236027777778,55.31854333333333,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,4,2,0,0,0.42908612,0,high
31,14,153.13313611111113,5.10443787037037,0.0005090277777777777,92.86011388888888,153.1331361111111,2,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,6,5,3,0,0,7,0.042405736,0,low
33,16,162.7493875,5.0859183593749995,0.008770416666666668,111.02940222222222,162.74938749999998,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,6,5,5,2,0,4,0.038791757,0,low
16,9,49.59233555555556,3.3061557037037037,0.00038222222222222216,45.273311944444444,49.59233555555556,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,6,0,0,0,0.2561525,1,medium
32,16,145.0535686111111,4.679147374551971,0.001201388888888889,93.21943888888889,145.0535686111111,2,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,6,5,4,2,0,4,0.03861119,0,low
20,11,90.70757944444445,4.77408312865497,0.00031499999999999996,86.73162138888888,90.70757944444443,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,5,2,0,0,0.15514089,0,low
17,9,119.26964972222223,7.454353107638889,0.0013852777777777778,119.0919138888889,119.26964972222223,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,7,0,3,0,0,0,0.14732729,0,low
19,11,121.65850666666667,6.758805925925925,0.0032608333333333335,87.27261305555555,121.65850666666665,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.3784232,0,medium
22,12,91.10910750000001,4.338528928571428,0.00018555555555555556,71.99040222222223,91.1091075,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,4,0,6,0,0,3,0.015321894,0,low
18,9,164.2124713888889,9.659557140522875,0.00019972222222222223,142.76832833333333,164.21247138888887,1,1,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,2,0,0,5,0,3,0,0,0,0.19760212,1,low
18,11,90.31214083333333,5.312478872549019,0.00036166666666666666,90.02828388888888,90.31214083333333,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.13921264,0,low
19,11,166.55601277777777,9.253111820987654,0.005542638888888889,90.69332583333333,166.55601277777777,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,6,2,0,0,0.5385175,1,critical
21,11,166.63998944444447,8.331999472222224,0.0009390277777777778,119.72997666666667,166.63998944444447,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,5,3,0,0,0.44918942,0,high
19,13,92.83994722222222,5.157774845679011,9.097222222222223e-05,74.26636833333333,92.83994722222221,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,4,0,3,2,0,0,0.0013580511,0,low
13,9,0.19731722222222223,0.01644310185185185,5.694444444444445e-06,0.10001,0.19731722222222223,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,3,0,0,0,0.21383493,0,low
15,9,75.40163333333334,5.385830952380952,0.00021999999999999998,75.01588611111112,75.40163333333334,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,5,0,0,0,0.255906,0,medium
27,14,163.11497194444445,6.273652767094017,0.00021083333333333333,122.39223833333334,163.11497194444445,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,1,2,0,0,6,0,3,2,0,3,0.029716834,0,low
17,11,89.66063194444445,5.603789496527778,0.00011722222222222223,46.71811944444445,89.66063194444445,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,4,2,0,0,0.45053208,1,high
18,9,96.20074833333334,5.658867549019607,0.006899166666666666,95.05841083333333,96.20074833333332,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,7,0,4,0,0,0,0.10390427,0,low
20,11,139.78048083333334,7.3568674122807005,0.0055000000000000005,116.36223194444443,139.7804808333333,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,5,2,0,0,0.35314044,0,medium
17,11,147.37461166666665,9.210913229166668,0.0002438888888888889,121.11026500000001,147.37461166666668,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,2,2,0,0,0.34580007,0,medium
18,9,90.28990027777778,5.311170604575163,0.00045777777777777776,46.27617888888889,90.28990027777778,2,1,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,2,0,0,5,0,3,0,0,0,0.17572139,0,low
22,11,143.36957361111112,6.827122552910053,0.00021333333333333333,120.41710833333335,143.36957361111112,1,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,7,0,2,2,0,0,0.30138832,1,medium
25,14,165.1945811111111,6.883107546296297,0.0013694444444444444,87.13789111111112,165.19458111111112,2,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,6,0,4,2,0,3,0.016453391,0,low
21,10,157.64184444444444,7.882092222222224,0.004048611111111111,117.54833111111112,157.64184444444447,2,1,0,1,1,1,0,0,0,0,0,0,1,2,2,0,0,2,0,0,5,0,5,0,0,0,0.22821698,0,low
35,16,23.942554722222223,0.7041927859477123,9.541666666666666e-05,16.052697777777777,23.94255472222222,0,1,0,1,1,1,1,1,0,0,2,0,0,1,1,1,1,1,0,0,4,8,3,0,0,7,0.014981837,0,low
34,14,167.0946602777778,5.063474553872054,0.0002202777777777778,113.7063188888889,167.0946602777778,2,1,0,1,1,1,0,1,0,0,2,0,0,1,1,0,1,1,0,0,6,8,3,0,0,6,0.020673098,0,low
7,3,42.034133888888896,7.005688981481481,0.005270277777777777,41.99763333333333,42.03413388888889,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.639927,0,critical
15,9,86.53958388888888,6.1813988492063485,2.777777777777778e-06,86.28517583333333,86.53958388888888,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.072511025,1,low
32,10,141.99327250000002,4.58042814516129,0.01422138888888889,117.36006694444444,141.9932725,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,5,0,18,2,0,0,0.30921805,0,medium
9,6,19.29823111111111,2.412278888888889,0.009801388888888889,19.10972166666667,19.29823111111111,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.5088298,1,critical
18,9,122.87329,7.227840588235294,0.006137222222222223,96.48530416666667,122.87329,2,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,6,0,0,0,0.23072532,0,low
24,11,119.38800555555555,5.190782850241546,0.00459,96.50267638888889,119.38800555555555,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,8,0,6,2,0,0,0.370984,0,medium
19,11,134.09128,7.449515555555556,0.004505138888888889,116.91844166666667,134.09128,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.21742374,0,low
21,11,120.12731555555555,6.006365777777778,0.0051266666666666665,99.22403222222222,120.12731555555555,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,6,2,0,0,0.411289,1,high
29,12,145.0832611111111,5.18154503968254,0.00041944444444444445,72.45630111111112,145.0832611111111,2,1,0,1,1,1,0,0,0,1,0,0,2,4,4,0,0,4,0,0,5,0,3,2,0,0,0.3860354,1,medium
15,9,94.29495055555554,6.735353611111111,0.00021555555555555556,93.91018749999999,94.29495055555556,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.11983526,0,low
22,11,107.43712388888889,5.116053518518518,0.0002836111111111111,91.654405,107.43712388888888,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,6,3,0,0,0.17007928,0,low
19,11,134.26676361111112,7.459264645061729,0.00023444444444444446,85.12716027777778,134.26676361111112,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.35754946,0,medium
26,11,67.52584583333334,2.7010338333333332,0.0033575,36.93328444444444,67.52584583333334,2,1,0,1,1,1,0,0,0,1,0,0,0,3,3,0,0,3,0,0,7,0,3,2,0,0,0.34287113,0,medium
19,9,88.65552916666667,4.9253071759259255,0.00103,87.7325761111111,88.65552916666665,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,7,0,0,0,0.10172001,0,low
15,9,120.87687861111111,8.634062757936508,0.00024805555555555556,120.668595,120.87687861111111,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.12175099,0,low
21,11,167.85270305555557,8.392635152777778,0.00031652777777777777,91.15812472222223,167.85270305555557,2,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,8,0,3,0,0,2,0.05559779,1,low
17,11,103.28011194444444,6.455006996527778,9.527777777777779e-05,87.68534638888889,103.28011194444444,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,2,2,0,0,0.12874652,1,low
22,14,1.4658777777777778,0.06980370370370372,1.3611111111111111e-05,1.1275261111111112,1.465877777777778,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,4,0,3,0,0,4,0.0026131845,0,low
18,11,91.52192833333334,5.383642843137255,0.0001636111111111111,87.05499194444445,91.52192833333334,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.15583526,0,low
15,9,89.92840722222222,6.423457658730158,7.75e-05,89.72679916666667,89.92840722222222,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.108351976,0,low
24,14,118.47299611111112,5.150999830917874,0.00031055555555555556,95.28136388888888,118.4729961111111,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,6,0,3,0,0,4,0.0023280017,0,low
21,12,140.3321986111111,7.016609930555556,0.0025720833333333333,51.279383333333335,140.33219861111112,3,1,0,1,1,1,0,0,0,1,0,0,1,2,2,0,0,2,0,0,3,0,4,2,0,0,0.39916867,0,medium
18,9,121.83700777777779,7.166882810457516,0.0024119444444444444,93.19315416666666,121.83700777777779,2,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,6,0,0,0,0.21920823,0,low
21,11,107.4220775,5.371103874999999,0.00021944444444444447,93.92785222222221,107.42207749999999,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,5,3,0,0,0.20025976,0,low
44,19,149.78097333333332,3.4832784496124036,0.00039,94.18923861111112,149.78097333333335,2,1,0,1,1,1,0,1,1,1,2,1,1,2,2,0,1,2,0,0,6,6,4,2,0,8,0.00097146974,0,low
15,9,100.47008222222222,7.176434444444444,0.0002415277777777778,100.1791325,100.47008222222222,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.101109885,0,low
18,11,114.40233166666665,6.729548921568627,0.00041055555555555555,89.3305486111111,114.40233166666665,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.4105251,0,high
30,16,167.6725211111111,5.781811072796935,0.0002163888888888889,122.80909166666666,167.6725211111111,2,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,6,5,3,2,0,3,0.039780356,0,low
29,16,165.07728,5.895617142857143,0.00027583333333333333,72.6821675,165.07728,3,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,4,5,4,2,0,3,0.030403662,0,low
26,11,121.36214861111111,4.854485944444445,0.007915277777777778,93.8220825,121.36214861111111,1,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,5,0,7,3,0,0,0.44546953,0,high
19,11,117.48882361111112,6.527156867283952,0.001086111111111111,92.91533444444445,117.48882361111113,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.40054563,0,medium
26,11,143.62038555555554,5.744815422222222,0.0056163888888888895,90.20918694444444,143.62038555555554,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,7,0,8,3,0,0,0.47757843,1,critical
19,9,116.2176475,6.456535972222222,0.005450694444444445,94.3627361111111,116.2176475,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,7,0,0,0,0.26501563,0,medium
30,17,165.64648999999997,5.711947931034483,0.0003655555555555556,133.4807036111111,165.64649,2,1,0,1,1,1,0,1,0,1,1,0,1,2,2,0,1,1,0,0,4,3,3,2,0,4,0.01664362,0,low
18,11,122.12793583333334,7.183996225490197,4.722222222222222e-06,121.83928972222223,122.12793583333334,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,4,0,3,0,0,3,0.03255988,0,low
19,12,72.82654527777778,4.045919182098766,0.00015555555555555556,72.53194472222222,72.82654527777778,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,4,0,3,0,0,3,0.015461266,0,low
15,9,113.51279055555555,8.108056468253968,9.166666666666667e-05,113.31313166666666,113.51279055555555,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.13863583,0,low
20,12,164.06451194444446,8.634974312865497,0.00017333333333333334,91.14568083333333,164.06451194444443,2,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,4,0,4,0,0,3,0.039231136,0,low
15,9,96.57203166666667,6.898002261904763,0.0002609722222222223,96.18577277777779,96.57203166666667,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.09766943,1,low
18,11,109.49821027777777,6.441071192810458,0.0004141666666666667,93.32893194444445,109.49821027777779,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.1993791,0,low
18,11,112.78519527777777,6.6344232516339865,0.00018472222222222224,93.2272325,112.78519527777777,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.33325166,0,medium
20,11,130.14498833333332,6.849736228070174,0.0003236111111111111,91.37813888888888,130.14498833333332,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,3,0,0,0.44028702,1,high
32,12,120.4524438888889,3.88556270609319,0.001831111111111111,102.41396805555554,120.45244388888888,1,1,0,1,1,1,0,0,0,1,0,0,1,2,2,0,0,1,0,0,5,0,7,9,0,0,0.50582427,1,critical
8,5,37.625895,5.375127857142857,0.00022500000000000002,37.557472777777775,37.625895,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.5377708,1,critical
35,12,112.41200305555556,3.3062353839869276,0.0027631944444444444,91.38202027777777,112.41200305555554,1,1,0,1,1,1,0,0,0,1,0,0,0,3,3,0,0,3,0,3,5,0,6,7,0,0,0.453284,0,high
33,16,17.707954166666667,0.5533735677083333,1.597222222222222e-05,14.326510555555556,17.707954166666667,0,1,0,1,1,1,0,1,1,0,2,1,0,1,1,0,1,0,1,0,3,6,3,0,0,8,0.0047501363,0,low
15,9,86.12558583333333,6.151827559523809,0.0001822222222222222,85.96723138888889,86.12558583333333,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.097590104,0,low
39,16,162.65000944444444,4.2802634064327485,0.001064861111111111,90.12072444444445,162.65000944444444,2,1,0,1,1,1,0,1,1,0,2,1,0,1,1,0,1,1,0,0,6,6,3,0,0,11,0.0010514646,0,low
24,11,93.16695833333333,4.0507373188405795,0.0006044444444444445,51.58956166666666,93.16695833333333,2,1,0,1,1,1,0,0,0,1,0,0,0,3,3,0,0,3,0,0,3,0,5,2,0,0,0.52017516,1,critical
22,9,93.16298611111111,4.436332671957672,0.00044611111111111115,92.92197972222222,93.16298611111111,1,1,0,1,1,1,0,0,0,0,0,0,0,4,4,0,0,4,0,0,3,0,3,0,0,0,0.40054065,0,medium
36,18,159.18507833333334,4.5481450952380955,0.00018944444444444445,94.95807916666668,159.18507833333334,3,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,6,4,2,2,0,9,0.002369714,0,low
18,11,109.83340222222223,6.460788366013071,0.00017166666666666667,92.46739277777777,109.83340222222222,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.22209147,0,low
19,11,67.43446972222222,3.7463594290123456,0.001478611111111111,53.72548833333333,67.43446972222222,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,6,2,0,0,0.4150706,1,high
13,8,142.1759886111111,11.847999050925926,0.024362222222222223,74.65221916666667,142.1759886111111,2,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,5,2,0,0,0.5207323,1,critical
36,14,163.3110825,4.666030928571429,0.0023469444444444445,69.92038722222222,163.3110825,2,1,0,1,1,1,0,1,0,0,1,0,0,2,2,0,1,2,0,0,4,9,3,0,0,7,0.031421836,0,low
17,11,120.0479336111111,7.502995850694445,0.00010263888888888889,119.76432694444445,120.04793361111112,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,2,2,0,0,0.1994476,0,low
20,11,138.68104527777777,7.299002383040936,0.00015944444444444442,95.07628277777778,138.68104527777777,2,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,5,0,2,2,0,0,0.45380032,1,high
18,9,165.26058555555556,9.721210915032678,0.00017777777777777779,164.9466575,165.26058555555554,1,1,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,2,0,5,0,3,0,0,0,0.18415198,0,low
35,16,71.44802805555555,2.101412589869281,9.777777777777778e-05,44.78671194444444,71.44802805555555,1,1,0,1,1,1,0,1,1,0,2,1,0,1,1,0,1,0,1,0,4,4,3,0,0,11,0.0015117396,0,low
27,11,140.73466944444445,5.412871901709402,0.012825555555555555,111.36333916666666,140.73466944444445,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,12,2,0,0,0.28207943,0,medium
18,13,62.21762722222223,3.659860424836601,1.5277777777777777e-05,61.958150833333335,62.21762722222222,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,3,0,3,2,0,0,0.0026831029,0,low
24,11,114.96743527777778,4.998584142512078,0.0069613888888888885,92.19094166666667,114.96743527777778,1,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,7,0,4,2,0,0,0.3973017,1,medium
17,10,98.7388988888889,6.171181180555556,0.0010826388888888888,98.49702722222223,98.7388988888889,1,1,0,1,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,0,5,0,3,0,0,0,0.15563627,0,low
27,14,164.13241694444446,6.312785267094016,0.003035972222222222,89.33895777777778,164.13241694444443,3,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,6,0,6,2,0,3,0.017325211,0,low
35,16,136.3252263888889,4.009565482026144,0.00028347222222222223,74.23487638888889,136.3252263888889,2,1,0,1,1,1,0,1,0,1,2,0,0,1,1,0,1,1,0,0,4,6,2,2,0,9,0.01855096,0,low
27,11,114.68895222222223,4.411113547008546,0.02214638888888889,61.30089138888889,114.68895222222221,2,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,3,0,11,2,0,0,0.54609704,0,critical
26,11,48.58195111111111,1.9432780444444444,0.006703888888888889,24.90102361111111,48.58195111111111,1,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,3,0,10,2,0,0,0.4375884,0,high
21,11,119.87382138888889,5.993691069444444,0.00011361111111111112,86.96573000000001,119.87382138888889,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,8,0,3,2,0,0,0.47287342,0,critical
19,11,136.0208552777778,7.556714182098765,0.0029495833333333336,112.20549583333333,136.02085527777777,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,4,2,0,0,0.30750734,1,medium
18,11,44.187396944444444,2.59925864379085,0.0005177777777777778,39.99451027777778,44.187396944444444,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0,5,2,0,0,0.38865644,1,medium
15,9,93.10865249999999,6.6506180357142854,2.777777777777778e-06,92.99024333333332,93.10865249999999,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.086407155,0,low
16,9,92.91996222222222,6.194664148148148,0.00038888888888888887,92.34623527777778,92.91996222222222,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,4,0,0,0,0.11091875,0,low
27,11,164.17317222222223,6.314352777777779,0.008833333333333332,91.02718694444445,164.17317222222223,2,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,11,0,3,2,0,0,0.47346848,0,critical
36,13,118.45418666666666,3.384405333333333,0.00558,92.02667944444444,118.45418666666666,1,1,0,1,1,1,0,0,0,1,0,0,1,5,5,0,0,2,2,0,5,0,9,2,0,0,0.3898942,1,medium
15,9,92.35083805555556,6.596488432539682,0.00022111111111111113,92.07907583333333,92.35083805555556,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.12564129,0,low
38,14,148.72243527777778,4.0195252777777775,0.00015583333333333334,99.323805,148.72243527777778,2,1,0,1,1,1,0,2,0,0,2,0,0,1,1,0,1,1,0,0,3,13,3,0,0,7,0.041593302,0,low
13,9,0.23305833333333334,0.019421527777777777,2.638888888888889e-06,0.11859833333333333,0.23305833333333334,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,3,0,0,0,0.17860366,0,low
20,11,166.66575444444445,8.771881812865496,0.00030416666666666667,94.01983138888889,166.66575444444445,3,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,5,2,0,0,0.45530763,0,high
18,9,117.80744861111111,6.929849918300654,0.0001711111111111111,89.47436083333334,117.80744861111111,2,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,6,0,0,0,0.22244306,1,low
17,9,96.35750777777777,6.022344236111111,0.014063055555555558,95.39487166666666,96.35750777777777,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,5,0,0,0,0.11515773,0,low
36,16,165.81485083333334,4.7375671666666666,0.0002875,105.96785055555556,165.81485083333334,2,1,0,1,1,1,0,1,1,0,2,1,0,1,1,0,1,1,0,0,6,3,6,0,0,8,0.0023186235,0,low
25,11,118.68904388888889,4.945376828703703,0.003021805555555556,88.78539666666667,118.68904388888889,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,9,3,0,0,0.40897885,1,medium
36,16,167.24822749999998,4.778520785714285,0.00028166666666666666,96.15487027777777,167.24822749999998,3,1,0,1,1,1,0,1,0,1,2,0,0,1,1,0,1,1,0,0,6,6,4,2,0,6,0.020022988,0,low
15,9,92.91861805555556,6.637044146825397,3.75e-06,92.77748277777778,92.91861805555556,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,3,0,0,0,0.09350069,0,low
37,11,92.17475777777778,2.560409938271605,0.01147875,90.02304416666666,92.17475777777777,1,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,3,0,14,9,0,0,0.45222923,0,high
18,11,122.92149111111111,7.2306759477124185,0.0003627777777777778,98.65401888888888,122.92149111111111,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,3,2,0,0,0.41925156,0,high
25,11,141.47001055555555,5.894583773148148,0.0021002777777777777,92.81028138888888,141.47001055555555,2,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,5,0,6,3,0,0,0.48557618,0,critical
27,16,165.6904786111111,6.372710715811966,0.00019402777777777777,135.29577944444443,165.6904786111111,2,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,4,3,3,2,0,4,0.017117716,0,low
27,11,107.26293611111112,4.125497542735042,0.005501944444444445,88.77763638888888,107.2629361111111,1,1,0,1,1,1,0,0,0,1,0,0,0,2,2,0,0,2,0,0,5,0,9,2,0,0,0.19384615,0,low
22,11,137.12172805555556,6.529606097883598,0.0007844444444444444,96.81596027777778,137.12172805555556,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,0,6,3,0,0,0.38522512,0,medium
